User_ID,Signup_Date,Activity_Date
1124,2022-09-11,2022-10-03
1124,2022-09-11,2022-10-27
1124,2022-09-11,2022-09-23
1124,2022-09-11,2022-11-15
1125,2022-11-26,2023-04-18
1125,2022-11-26,2023-02-06
1126,2022-12-26,2023-03-12
1126,2022-12-26,2023-06-06
1126,2022-12-26,2023-06-12
1126,2022-12-26,2023-01-25
1127,2022-02-07,2022-07-16
1127,2022-02-07,2022-04-06
1127,2022-02-07,2022-03-19
1127,2022-02-07,2022-05-29
1127,2022-02-07,2022-05-13
1128,2022-05-14,2022-10-16
1128,2022-05-14,2022-10-25
1129,2022-07-19,2022-09-30
1130,2022-01-23,2022-05-01
1130,2022-01-23,2022-05-28
1130,2022-01-23,2022-06-09
1130,2022-01-23,2022-07-16
1131,2022-10-30,2022-11-12
1131,2022-10-30,2022-12-06
1131,2022-10-30,2023-03-18
1132,2022-12-12,2023-05-05
1132,2022-12-12,2023-05-23
1132,2022-12-12,2023-02-24
1132,2022-12-12,2023-05-29
1132,2022-12-12,2023-01-09
1133,2022-10-29,2022-11-17
1133,2022-10-29,2022-11-11
1134,2022-12-29,2023-06-23
1134,2022-12-29,2023-02-20
1135,2022-08-06,2022-11-17
1135,2022-08-06,2023-01-22
1136,2022-05-21,2022-09-25
1136,2022-05-21,2022-10-25
1137,2022-04-14,2022-05-02
1138,2022-07-29,2022-12-11
1138,2022-07-29,2022-07-31
1138,2022-07-29,2022-10-22
1138,2022-07-29,2022-12-20
1139,2022-04-21,2022-04-29
1139,2022-04-21,2022-07-23
1139,2022-04-21,2022-09-16
1140,2022-04-14,2022-09-25
1140,2022-04-14,2022-08-30
1140,2022-04-14,2022-05-03
1140,2022-04-14,2022-05-18
1141,2022-11-12,2023-05-05
1141,2022-11-12,2023-03-01
1141,2022-11-12,2023-05-10
1141,2022-11-12,2023-03-27
1141,2022-11-12,2022-11-15
1142,2022-06-20,2022-12-08
1142,2022-06-20,2022-12-04
1142,2022-06-20,2022-09-29
1143,2022-12-22,2023-02-07
1143,2022-12-22,2023-03-22
1143,2022-12-22,2023-06-19
1143,2022-12-22,2023-03-15
1144,2022-11-20,2023-01-26
1144,2022-11-20,2023-04-07
1144,2022-11-20,2023-03-24
1144,2022-11-20,2023-01-31
1145,2022-05-13,2022-07-27
1145,2022-05-13,2022-07-24
1145,2022-05-13,2022-07-28
1145,2022-05-13,2022-06-29
1146,2022-10-20,2023-01-29
1146,2022-10-20,2023-02-02
1147,2022-11-24,2023-01-01
1147,2022-11-24,2023-01-20
1147,2022-11-24,2022-12-12
1147,2022-11-24,2023-02-19
1147,2022-11-24,2023-03-16
1148,2022-05-07,2022-07-22
1148,2022-05-07,2022-06-03
1148,2022-05-07,2022-07-11
1148,2022-05-07,2022-05-16
1148,2022-05-07,2022-09-09
1149,2022-04-16,2022-06-12
1149,2022-04-16,2022-09-04
1149,2022-04-16,2022-08-18
1149,2022-04-16,2022-08-05
1149,2022-04-16,2022-07-08
1150,2022-04-02,2022-08-24
1151,2022-10-14,2022-11-29
1151,2022-10-14,2023-02-02
1151,2022-10-14,2023-03-06
1151,2022-10-14,2022-11-25
1151,2022-10-14,2022-10-21
1152,2022-02-20,2022-02-22
1152,2022-02-20,2022-06-24
1152,2022-02-20,2022-03-03
1152,2022-02-20,2022-05-14
1153,2022-01-29,2022-07-24
1153,2022-01-29,2022-04-01
1153,2022-01-29,2022-03-18
1154,2022-10-23,2022-11-24
1154,2022-10-23,2022-11-21
1154,2022-10-23,2023-01-06
1155,2022-10-24,2023-01-23
1155,2022-10-24,2022-11-15
1156,2022-08-02,2022-09-15
1157,2022-09-24,2022-11-08
1157,2022-09-24,2022-11-26
1157,2022-09-24,2023-03-16
1157,2022-09-24,2023-03-14
1158,2022-09-14,2023-02-17
1158,2022-09-14,2022-11-04
1158,2022-09-14,2022-12-10
1159,2022-10-29,2023-01-19
1160,2022-04-11,2022-09-07
1160,2022-04-11,2022-04-30
1161,2022-12-12,2023-02-21
1162,2022-04-20,2022-06-04
1163,2022-07-01,2022-10-06
1164,2022-11-09,2023-02-03
1165,2022-01-01,2022-02-24
1165,2022-01-01,2022-03-02
1165,2022-01-01,2022-03-30
1165,2022-01-01,2022-01-08
1165,2022-01-01,2022-01-16
1166,2022-11-15,2023-03-10
1166,2022-11-15,2023-01-14
1166,2022-11-15,2022-11-29
1166,2022-11-15,2023-04-13
1166,2022-11-15,2023-03-25
1167,2022-02-24,2022-06-08
1167,2022-02-24,2022-05-16
1167,2022-02-24,2022-05-01
1167,2022-02-24,2022-03-05
1168,2022-05-29,2022-09-16
1169,2022-11-05,2022-12-31
1170,2022-05-17,2022-09-06
1170,2022-05-17,2022-09-26
1170,2022-05-17,2022-07-26
1171,2022-07-21,2022-09-15
1171,2022-07-21,2022-11-17
1171,2022-07-21,2022-10-21
1172,2022-11-09,2023-02-27
1172,2022-11-09,2023-02-17
1172,2022-11-09,2023-03-07
1173,2022-04-27,2022-10-01
1173,2022-04-27,2022-05-16
1173,2022-04-27,2022-10-08
1173,2022-04-27,2022-09-04
1174,2022-06-03,2022-10-02
1175,2022-10-18,2023-04-02
1176,2022-03-04,2022-07-11
1176,2022-03-04,2022-03-26
1177,2022-09-01,2023-01-22
1177,2022-09-01,2022-09-09
1177,2022-09-01,2022-09-13
1178,2022-01-25,2022-06-28
1178,2022-01-25,2022-03-16
1178,2022-01-25,2022-03-29
1178,2022-01-25,2022-03-17
1179,2022-03-31,2022-05-07
1180,2022-03-16,2022-08-08
1180,2022-03-16,2022-05-05
1180,2022-03-16,2022-07-30
1180,2022-03-16,2022-08-03
1181,2022-10-21,2023-04-09
1181,2022-10-21,2022-12-03
1181,2022-10-21,2023-02-07
1181,2022-10-21,2023-03-30
1181,2022-10-21,2023-03-21
1182,2022-07-29,2022-12-03
1182,2022-07-29,2022-11-10
1182,2022-07-29,2022-08-07
1182,2022-07-29,2022-11-05
1183,2022-12-13,2023-03-31
1183,2022-12-13,2023-03-30
1183,2022-12-13,2023-05-01
1183,2022-12-13,2023-05-07
1184,2022-01-17,2022-03-20
1184,2022-01-17,2022-04-10
1184,2022-01-17,2022-02-10
1184,2022-01-17,2022-01-28
1185,2022-05-08,2022-06-01
1185,2022-05-08,2022-05-18
1185,2022-05-08,2022-07-10
1185,2022-05-08,2022-09-10
1185,2022-05-08,2022-06-26
1186,2022-12-30,2023-04-07
1187,2022-09-08,2022-12-12
1187,2022-09-08,2023-03-03
1187,2022-09-08,2022-09-21
1187,2022-09-08,2022-09-08
1188,2022-06-28,2022-07-22
1189,2022-07-01,2022-09-10
1189,2022-07-01,2022-09-07
1189,2022-07-01,2022-11-10
1190,2022-06-01,2022-10-25
1191,2022-01-25,2022-05-22
1192,2022-06-29,2022-11-19
1192,2022-06-29,2022-07-31
1193,2022-07-17,2022-07-30
1193,2022-07-17,2022-07-17
1194,2022-12-10,2023-03-08
1194,2022-12-10,2023-05-02
1195,2022-06-10,2022-12-01
1195,2022-06-10,2022-11-28
1196,2022-06-26,2022-11-24
1196,2022-06-26,2022-10-14
1196,2022-06-26,2022-11-15
1196,2022-06-26,2022-09-16
1196,2022-06-26,2022-09-05
1197,2022-10-12,2023-02-18
1197,2022-10-12,2022-11-07
1198,2022-03-04,2022-06-10
1198,2022-03-04,2022-05-14
1199,2022-05-30,2022-06-21
1199,2022-05-30,2022-08-05
1199,2022-05-30,2022-10-18
1199,2022-05-30,2022-09-23
1200,2022-06-03,2022-09-03
1200,2022-06-03,2022-08-06
1201,2022-06-05,2022-10-10
1201,2022-06-05,2022-08-06
1201,2022-06-05,2022-09-25
1201,2022-06-05,2022-09-02
1202,2022-02-18,2022-05-31
1203,2022-12-03,2022-12-15
1203,2022-12-03,2023-04-05
1203,2022-12-03,2023-04-28
1203,2022-12-03,2023-05-03
1204,2022-03-25,2022-06-20
1204,2022-03-25,2022-04-04
1204,2022-03-25,2022-04-08
1204,2022-03-25,2022-04-03
1204,2022-03-25,2022-05-04
1205,2022-12-27,2023-03-09
1205,2022-12-27,2023-02-16
1205,2022-12-27,2023-05-03
1206,2022-06-26,2022-08-29
1206,2022-06-26,2022-07-12
1206,2022-06-26,2022-09-28
1206,2022-06-26,2022-12-14
1207,2022-05-28,2022-07-29
1207,2022-05-28,2022-11-18
1208,2022-04-28,2022-07-06
1209,2022-12-08,2023-01-29
1209,2022-12-08,2023-05-28
1209,2022-12-08,2023-04-05
1209,2022-12-08,2023-02-19
1210,2022-03-04,2022-05-21
1210,2022-03-04,2022-04-03
1210,2022-03-04,2022-07-16
1210,2022-03-04,2022-04-30
1211,2022-07-08,2022-07-17
1212,2022-12-26,2023-02-02
1212,2022-12-26,2023-05-30
1213,2022-02-18,2022-06-16
1213,2022-02-18,2022-04-25
1213,2022-02-18,2022-04-01
1213,2022-02-18,2022-04-10
1213,2022-02-18,2022-05-29
1214,2022-11-23,2023-01-29
1214,2022-11-23,2023-04-08
1214,2022-11-23,2023-03-08
1214,2022-11-23,2023-03-27
1215,2022-09-14,2022-10-06
1215,2022-09-14,2022-12-31
1215,2022-09-14,2022-11-13
1215,2022-09-14,2023-02-28
1216,2022-08-12,2023-01-10
1216,2022-08-12,2023-02-06
1216,2022-08-12,2023-01-19
1216,2022-08-12,2022-08-27
1217,2022-05-21,2022-07-16
1218,2022-08-03,2022-11-17
1218,2022-08-03,2022-10-12
1219,2022-07-30,2022-10-27
1219,2022-07-30,2022-10-09
1220,2022-11-14,2023-01-09
1220,2022-11-14,2023-03-02
1221,2022-02-01,2022-03-03
1222,2022-06-07,2022-06-19
1223,2022-10-12,2023-02-19
1223,2022-10-12,2022-11-15
1224,2022-11-01,2022-11-21
1225,2022-10-13,2022-11-15
1225,2022-10-13,2023-02-10
1225,2022-10-13,2023-03-24
1225,2022-10-13,2022-10-27
1226,2022-05-24,2022-08-28
1226,2022-05-24,2022-06-24
1226,2022-05-24,2022-11-19
1226,2022-05-24,2022-08-14
1226,2022-05-24,2022-10-26
1227,2022-01-19,2022-05-16
1227,2022-01-19,2022-04-07
1227,2022-01-19,2022-04-06
1227,2022-01-19,2022-06-14
1227,2022-01-19,2022-05-05
1228,2022-01-18,2022-03-31
1228,2022-01-18,2022-04-28
1228,2022-01-18,2022-04-25
1228,2022-01-18,2022-07-02
1229,2022-09-14,2022-12-14
1229,2022-09-14,2023-01-16
1230,2022-03-19,2022-05-30
1230,2022-03-19,2022-07-19
1230,2022-03-19,2022-05-10
1231,2022-06-24,2022-09-09
1231,2022-06-24,2022-09-23
1231,2022-06-24,2022-09-19
1232,2022-07-13,2022-07-25
1232,2022-07-13,2022-08-24
1232,2022-07-13,2022-09-26
1232,2022-07-13,2022-09-01
1232,2022-07-13,2022-07-31
1233,2022-04-23,2022-08-22
1233,2022-04-23,2022-05-16
1233,2022-04-23,2022-05-18
1233,2022-04-23,2022-10-12
1233,2022-04-23,2022-09-25
1234,2022-04-24,2022-08-01
1234,2022-04-24,2022-09-27
1235,2022-08-10,2022-10-16
1236,2022-06-15,2022-08-14
1236,2022-06-15,2022-10-15
1236,2022-06-15,2022-09-15
1236,2022-06-15,2022-08-27
1237,2022-11-15,2023-01-20
1238,2022-05-12,2022-08-08
1238,2022-05-12,2022-11-04
1239,2022-09-21,2022-12-28
1239,2022-09-21,2022-10-17
1240,2022-02-24,2022-07-19
1241,2022-12-25,2023-04-06
1242,2022-05-11,2022-06-20
1242,2022-05-11,2022-10-22
1242,2022-05-11,2022-06-30
1243,2022-10-15,2023-01-05
1243,2022-10-15,2022-12-09
1244,2022-09-23,2023-01-03
1244,2022-09-23,2023-02-07
1245,2022-06-11,2022-11-26
1246,2022-03-28,2022-04-26
1246,2022-03-28,2022-04-01
1246,2022-03-28,2022-07-24
1247,2022-02-24,2022-03-26
1247,2022-02-24,2022-08-22
1247,2022-02-24,2022-03-18
1248,2022-10-15,2022-11-23
1248,2022-10-15,2022-10-20
1248,2022-10-15,2022-11-21
1248,2022-10-15,2023-04-01
1248,2022-10-15,2023-01-22
1249,2022-06-27,2022-09-03
1249,2022-06-27,2022-08-22
1249,2022-06-27,2022-07-13
1250,2022-12-15,2023-02-23
1250,2022-12-15,2023-01-30
1250,2022-12-15,2023-03-03
1250,2022-12-15,2023-04-03
1251,2022-01-08,2022-05-26
1251,2022-01-08,2022-05-11
1251,2022-01-08,2022-04-26
1251,2022-01-08,2022-04-07
1251,2022-01-08,2022-04-03
1252,2022-11-17,2022-12-10
1252,2022-11-17,2023-01-28
1252,2022-11-17,2022-11-20
1252,2022-11-17,2023-03-09
1253,2022-11-09,2022-12-21
1253,2022-11-09,2023-04-18
1254,2022-09-04,2022-12-15
1254,2022-09-04,2023-01-05
1254,2022-09-04,2022-09-13
1254,2022-09-04,2022-11-15
1254,2022-09-04,2022-10-04
1255,2022-11-19,2023-01-17
1255,2022-11-19,2023-03-29
1255,2022-11-19,2023-03-16
1255,2022-11-19,2022-12-02
1256,2022-09-12,2023-02-01
1256,2022-09-12,2022-09-13
1257,2022-11-24,2023-03-17
1257,2022-11-24,2022-12-17
1257,2022-11-24,2023-04-27
1257,2022-11-24,2023-05-07
1258,2022-02-23,2022-08-08
1258,2022-02-23,2022-03-20
1258,2022-02-23,2022-04-28
1259,2022-09-06,2023-02-09
1259,2022-09-06,2022-09-06
1259,2022-09-06,2022-10-25
1259,2022-09-06,2022-12-24
1260,2022-08-27,2022-11-08
1260,2022-08-27,2022-10-27
1260,2022-08-27,2022-11-15
1261,2022-08-17,2022-10-11
1261,2022-08-17,2022-12-05
1261,2022-08-17,2022-09-06
1261,2022-08-17,2023-01-04
1262,2022-03-08,2022-07-24
1263,2022-02-20,2022-04-30
1263,2022-02-20,2022-06-28
1263,2022-02-20,2022-06-17
1264,2022-04-07,2022-06-01
1264,2022-04-07,2022-05-07
1264,2022-04-07,2022-05-13
1264,2022-04-07,2022-09-28
1264,2022-04-07,2022-07-06
1265,2022-04-02,2022-08-07
1265,2022-04-02,2022-09-23
1266,2022-09-21,2022-11-28
1266,2022-09-21,2022-10-26
1267,2022-10-18,2022-12-20
1267,2022-10-18,2023-04-05
1268,2022-04-06,2022-06-25
1268,2022-04-06,2022-09-10
1269,2022-03-29,2022-05-27
1269,2022-03-29,2022-08-16
1269,2022-03-29,2022-03-29
1269,2022-03-29,2022-06-01
1269,2022-03-29,2022-04-30
1270,2022-03-19,2022-08-19
1271,2022-10-15,2022-12-12
1271,2022-10-15,2023-03-24
1271,2022-10-15,2023-01-23
1271,2022-10-15,2023-02-18
1271,2022-10-15,2022-11-24
1272,2022-04-30,2022-10-23
1273,2022-10-29,2023-04-21
1274,2022-06-14,2022-06-25
1275,2022-07-01,2022-11-11
1275,2022-07-01,2022-09-27
1275,2022-07-01,2022-07-25
1275,2022-07-01,2022-07-01
1275,2022-07-01,2022-12-07
1276,2022-08-11,2022-12-19
1276,2022-08-11,2022-09-28
1277,2022-11-07,2023-01-05
1277,2022-11-07,2023-04-12
1277,2022-11-07,2023-05-03
1278,2022-01-07,2022-03-20
1278,2022-01-07,2022-05-31
1279,2022-11-26,2023-03-15
1279,2022-11-26,2023-05-08
1279,2022-11-26,2023-01-25
1279,2022-11-26,2022-12-12
1280,2022-09-20,2022-12-04
1281,2022-06-10,2022-11-04
1281,2022-06-10,2022-12-04
1281,2022-06-10,2022-10-18
1281,2022-06-10,2022-07-22
1282,2022-05-31,2022-07-19
1283,2022-03-26,2022-09-19
1283,2022-03-26,2022-05-01
1283,2022-03-26,2022-05-10
1283,2022-03-26,2022-09-11
1284,2022-05-27,2022-08-14
1285,2022-04-22,2022-09-16
1285,2022-04-22,2022-05-15
1285,2022-04-22,2022-08-24
1286,2022-02-05,2022-04-10
1286,2022-02-05,2022-05-03
1287,2022-10-12,2023-03-05
1288,2022-07-07,2022-09-05
1289,2022-03-23,2022-04-18
1289,2022-03-23,2022-06-04
1289,2022-03-23,2022-05-22
1290,2022-01-02,2022-02-01
1290,2022-01-02,2022-01-13
1291,2022-10-30,2022-12-29
1292,2022-07-16,2022-10-03
1292,2022-07-16,2022-11-27
1292,2022-07-16,2022-07-19
1292,2022-07-16,2022-09-05
1292,2022-07-16,2022-12-21
1293,2022-01-11,2022-05-02
1293,2022-01-11,2022-02-15
1293,2022-01-11,2022-03-05
1294,2022-08-22,2022-11-04
1295,2022-07-14,2022-10-26
1295,2022-07-14,2022-12-10
1295,2022-07-14,2022-11-07
1296,2022-04-29,2022-08-18
1296,2022-04-29,2022-08-21
1296,2022-04-29,2022-05-25
1297,2022-01-20,2022-03-06
1297,2022-01-20,2022-05-12
1297,2022-01-20,2022-02-23
1297,2022-01-20,2022-05-31
1297,2022-01-20,2022-04-09
1298,2022-09-18,2023-02-18
1298,2022-09-18,2023-01-16
1298,2022-09-18,2023-02-11
1298,2022-09-18,2023-01-17
1298,2022-09-18,2022-12-07
1299,2022-10-20,2023-03-22
1299,2022-10-20,2023-03-18
1299,2022-10-20,2023-02-15
1299,2022-10-20,2022-12-16
1299,2022-10-20,2022-12-21
1300,2022-09-13,2023-03-03
1300,2022-09-13,2022-12-21
1300,2022-09-13,2023-03-02
1300,2022-09-13,2023-02-24
1301,2022-08-10,2023-01-01
1301,2022-08-10,2023-01-24
1302,2022-08-14,2022-12-28
1302,2022-08-14,2023-01-04
1302,2022-08-14,2022-12-14
1302,2022-08-14,2022-08-15
1302,2022-08-14,2022-11-27
1303,2022-02-22,2022-05-04
1303,2022-02-22,2022-08-11
1303,2022-02-22,2022-06-27
1303,2022-02-22,2022-08-10
1304,2022-12-21,2023-02-15
1304,2022-12-21,2023-03-11
1304,2022-12-21,2023-05-27
1304,2022-12-21,2023-05-10
1304,2022-12-21,2023-01-08
1305,2022-12-08,2023-01-30
1306,2022-12-30,2023-02-28
1306,2022-12-30,2023-03-26
1307,2022-10-07,2023-04-02
1307,2022-10-07,2022-11-06
1308,2022-03-22,2022-06-09
1309,2022-07-21,2022-12-28
1309,2022-07-21,2022-11-25
1309,2022-07-21,2022-12-02
1310,2022-06-07,2022-11-29
1310,2022-06-07,2022-10-10
1310,2022-06-07,2022-07-23
1310,2022-06-07,2022-09-21
1310,2022-06-07,2022-06-25
1311,2022-04-30,2022-08-30
1312,2022-02-28,2022-07-11
1312,2022-02-28,2022-06-14
1313,2022-08-03,2022-10-14
1314,2022-05-08,2022-07-27
1314,2022-05-08,2022-08-10
1315,2022-08-12,2022-09-03
1315,2022-08-12,2022-10-04
1315,2022-08-12,2022-12-07
1315,2022-08-12,2022-10-09
1316,2022-07-28,2022-07-30
1316,2022-07-28,2022-09-23
1316,2022-07-28,2022-09-22
1316,2022-07-28,2022-12-19
1317,2022-04-25,2022-06-18
1317,2022-04-25,2022-06-08
1318,2022-07-28,2022-07-28
1318,2022-07-28,2022-08-17
1318,2022-07-28,2022-08-17
1318,2022-07-28,2022-09-17
1319,2022-01-14,2022-07-03
1319,2022-01-14,2022-07-12
1320,2022-01-09,2022-05-01
1320,2022-01-09,2022-02-21
1320,2022-01-09,2022-06-17
1321,2022-02-09,2022-04-13
1321,2022-02-09,2022-04-18
1322,2022-08-25,2022-09-21
1322,2022-08-25,2022-12-18
1322,2022-08-25,2022-10-14
1322,2022-08-25,2022-08-28
1323,2022-10-08,2023-01-23
1324,2022-12-25,2023-03-08
1324,2022-12-25,2023-06-17
1324,2022-12-25,2023-01-16
1325,2022-07-20,2022-11-25
1325,2022-07-20,2022-08-23
1326,2022-09-03,2022-10-31
1326,2022-09-03,2022-09-03
1326,2022-09-03,2023-01-11
1326,2022-09-03,2022-11-08
1326,2022-09-03,2022-10-09
1327,2022-10-05,2022-11-02
1327,2022-10-05,2023-01-01
1327,2022-10-05,2023-03-14
1328,2022-08-23,2022-12-22
1328,2022-08-23,2022-11-20
1328,2022-08-23,2023-01-01
1328,2022-08-23,2022-09-05
1329,2022-01-04,2022-06-13
1329,2022-01-04,2022-06-02
1330,2022-06-03,2022-08-26
1330,2022-06-03,2022-10-31
1330,2022-06-03,2022-06-23
1331,2022-01-29,2022-07-18
1331,2022-01-29,2022-02-23
1331,2022-01-29,2022-03-10
1331,2022-01-29,2022-05-30
1331,2022-01-29,2022-03-07
1332,2022-04-19,2022-05-17
1332,2022-04-19,2022-06-17
1332,2022-04-19,2022-06-18
1333,2022-04-08,2022-09-28
1333,2022-04-08,2022-10-01
1333,2022-04-08,2022-04-29
1334,2022-08-03,2022-12-03
1335,2022-10-20,2023-03-12
1335,2022-10-20,2023-01-24
1335,2022-10-20,2023-01-04
1335,2022-10-20,2023-03-08
1336,2022-03-16,2022-06-25
1336,2022-03-16,2022-08-29
1336,2022-03-16,2022-08-23
1337,2022-11-22,2022-12-20
1338,2022-05-26,2022-10-31
1338,2022-05-26,2022-08-13
1338,2022-05-26,2022-06-25
1338,2022-05-26,2022-09-14
1338,2022-05-26,2022-07-10
1339,2022-05-08,2022-06-28
1340,2022-12-07,2023-02-18
1340,2022-12-07,2023-01-16
1341,2022-02-11,2022-06-21
1341,2022-02-11,2022-06-04
1341,2022-02-11,2022-04-03
1341,2022-02-11,2022-07-22
1341,2022-02-11,2022-08-06
1342,2022-12-22,2023-03-18
1342,2022-12-22,2023-04-09
1342,2022-12-22,2023-05-11
1342,2022-12-22,2023-02-28
1343,2022-02-10,2022-04-11
1343,2022-02-10,2022-04-21
1343,2022-02-10,2022-07-11
1344,2022-02-03,2022-07-03
1344,2022-02-03,2022-03-04
1344,2022-02-03,2022-06-28
1344,2022-02-03,2022-05-09
1344,2022-02-03,2022-03-30
1345,2022-01-17,2022-01-23
1345,2022-01-17,2022-04-23
1345,2022-01-17,2022-05-09
1345,2022-01-17,2022-05-21
1345,2022-01-17,2022-07-15
1346,2022-06-14,2022-11-22
1346,2022-06-14,2022-11-21
1346,2022-06-14,2022-10-12
1346,2022-06-14,2022-07-21
1347,2022-06-02,2022-10-01
1347,2022-06-02,2022-06-27
1348,2022-03-17,2022-03-20
1349,2022-03-28,2022-09-04
1349,2022-03-28,2022-04-29
1350,2022-04-27,2022-05-12
1350,2022-04-27,2022-09-22
1350,2022-04-27,2022-10-16
1350,2022-04-27,2022-08-31
1351,2022-12-28,2023-03-24
1351,2022-12-28,2023-03-19
1352,2022-12-08,2023-01-18
1352,2022-12-08,2022-12-19
1352,2022-12-08,2023-02-10
1352,2022-12-08,2023-02-18
1353,2022-01-27,2022-05-21
1353,2022-01-27,2022-06-12
1353,2022-01-27,2022-05-12
1354,2022-11-09,2022-11-24
1354,2022-11-09,2023-01-25
1354,2022-11-09,2023-03-13
1355,2022-10-14,2023-03-14
1355,2022-10-14,2023-03-03
1355,2022-10-14,2023-02-20
1356,2022-05-14,2022-10-07
1356,2022-05-14,2022-08-10
1356,2022-05-14,2022-06-29
1356,2022-05-14,2022-10-10
1356,2022-05-14,2022-10-21
1357,2022-08-07,2023-01-20
1357,2022-08-07,2022-12-12
1357,2022-08-07,2022-10-17
1357,2022-08-07,2022-09-17
1357,2022-08-07,2022-08-15
1358,2022-06-17,2022-06-18
1359,2022-04-08,2022-04-27
1359,2022-04-08,2022-06-16
1359,2022-04-08,2022-04-24
1360,2022-09-25,2022-12-22
1360,2022-09-25,2022-12-27
1360,2022-09-25,2022-12-17
1360,2022-09-25,2023-02-02
1361,2022-08-25,2022-11-14
1361,2022-08-25,2023-01-25
1361,2022-08-25,2022-09-01
1362,2022-11-05,2023-04-18
1363,2022-06-22,2022-10-20
1363,2022-06-22,2022-11-23
1363,2022-06-22,2022-12-11
1363,2022-06-22,2022-06-25
1363,2022-06-22,2022-09-15
1364,2022-07-09,2022-10-26
1364,2022-07-09,2022-10-15
1365,2022-05-02,2022-07-11
1365,2022-05-02,2022-06-03
1365,2022-05-02,2022-06-01
1365,2022-05-02,2022-09-03
1365,2022-05-02,2022-05-13
1366,2022-02-15,2022-05-13
1366,2022-02-15,2022-04-27
1366,2022-02-15,2022-03-18
1367,2022-03-05,2022-08-17
1368,2022-05-10,2022-08-03
1368,2022-05-10,2022-05-28
1368,2022-05-10,2022-09-02
1368,2022-05-10,2022-05-23
1369,2022-11-06,2022-11-15
1370,2022-12-29,2023-03-30
1370,2022-12-29,2023-05-02
1370,2022-12-29,2023-06-17
1370,2022-12-29,2023-03-18
1371,2022-07-12,2023-01-07
1371,2022-07-12,2022-10-16
1371,2022-07-12,2022-07-30
1372,2022-11-03,2022-11-24
1372,2022-11-03,2022-11-11
1372,2022-11-03,2022-11-11
1372,2022-11-03,2022-11-29
1372,2022-11-03,2022-11-19
1373,2022-06-30,2022-08-13
1373,2022-06-30,2022-07-07
1373,2022-06-30,2022-11-22
1373,2022-06-30,2022-11-01
1374,2022-10-19,2022-11-20
1374,2022-10-19,2022-10-19
1374,2022-10-19,2022-10-24
1375,2022-10-09,2022-10-13
1376,2022-01-29,2022-04-18
1376,2022-01-29,2022-02-15
1376,2022-01-29,2022-07-24
1377,2022-05-29,2022-08-01
1377,2022-05-29,2022-08-19
1378,2022-09-24,2023-02-06
1378,2022-09-24,2023-02-01
1378,2022-09-24,2022-10-18
1378,2022-09-24,2022-12-01
1378,2022-09-24,2023-03-10
1379,2022-10-23,2023-01-12
1379,2022-10-23,2023-04-18
1379,2022-10-23,2023-02-16
1380,2022-01-11,2022-05-01
1381,2022-06-13,2022-10-15
1381,2022-06-13,2022-06-28
1382,2022-04-23,2022-09-04
1383,2022-07-06,2022-09-06
1383,2022-07-06,2022-10-25
1383,2022-07-06,2022-10-02
1384,2022-10-22,2023-03-14
1384,2022-10-22,2022-12-12
1384,2022-10-22,2022-11-19
1385,2022-08-20,2023-01-11
1385,2022-08-20,2022-10-22
1385,2022-08-20,2022-11-18
1385,2022-08-20,2022-11-16
1386,2022-08-15,2022-10-25
1386,2022-08-15,2022-08-19
1386,2022-08-15,2022-08-26
1386,2022-08-15,2023-01-30
1386,2022-08-15,2022-08-17
1387,2022-11-06,2022-12-08
1387,2022-11-06,2023-03-06
1387,2022-11-06,2022-12-25
1388,2022-04-08,2022-08-22
1388,2022-04-08,2022-10-02
1388,2022-04-08,2022-05-06
1388,2022-04-08,2022-05-16
1389,2022-02-24,2022-06-03
1389,2022-02-24,2022-08-15
1389,2022-02-24,2022-03-12
1390,2022-04-21,2022-06-05
1390,2022-04-21,2022-06-26
1391,2022-06-01,2022-10-20
1391,2022-06-01,2022-08-06
1391,2022-06-01,2022-06-23
1391,2022-06-01,2022-09-02
1391,2022-06-01,2022-10-29
1392,2022-09-03,2022-10-26
1392,2022-09-03,2023-01-18
1392,2022-09-03,2022-11-18
1393,2022-03-10,2022-06-15
1394,2022-11-08,2023-01-07
1394,2022-11-08,2023-02-01
1394,2022-11-08,2023-03-05
1394,2022-11-08,2023-02-15
1394,2022-11-08,2022-12-26
1395,2022-10-16,2023-04-13
1396,2022-09-07,2023-01-04
1396,2022-09-07,2023-03-03
1397,2022-02-05,2022-06-07
1397,2022-02-05,2022-05-01
1397,2022-02-05,2022-07-25
1397,2022-02-05,2022-04-22
1397,2022-02-05,2022-06-20
1398,2022-08-27,2022-09-07
1398,2022-08-27,2022-08-30
1398,2022-08-27,2022-12-21
1399,2022-05-28,2022-08-30
1399,2022-05-28,2022-09-29
1399,2022-05-28,2022-07-07
1399,2022-05-28,2022-09-27
1399,2022-05-28,2022-06-03
1400,2022-08-15,2022-10-22
1400,2022-08-15,2022-11-03
1400,2022-08-15,2022-09-13
1400,2022-08-15,2022-10-26
1400,2022-08-15,2022-08-20
1401,2022-09-01,2023-01-25
1402,2022-12-03,2023-02-06
1402,2022-12-03,2022-12-12
1402,2022-12-03,2023-04-25
1402,2022-12-03,2023-01-08
1402,2022-12-03,2023-02-17
1403,2022-12-31,2023-01-31
1403,2022-12-31,2023-02-15
1403,2022-12-31,2023-04-19
1403,2022-12-31,2023-06-19
1403,2022-12-31,2023-04-29
1404,2022-07-20,2022-12-20
