Date,Sales
2021-07-24,90.80122884988734
2021-07-25,79.8980056828276
2021-07-26,149.87741318902042
2021-07-27,172.60382437445082
2021-07-28,120.94448961848312
2021-07-29,19.97236282812254
2021-07-30,183.3296947831491
2021-07-31,183.91738837839125
2021-08-01,195.04120681103086
2021-08-02,292.3318498023833
2021-08-03,146.49576168369236
2021-08-04,123.72374145376305
2021-08-05,165.40459650593777
2021-08-06,197.7206991822251
2021-08-07,212.16697246613458
2021-08-08,187.9381971071835
2021-08-09,217.60276982571483
2021-08-10,137.4230287904778
2021-08-11,272.18823020366295
2021-08-12,195.89244108037155
2021-08-13,255.8647915794064
2021-08-14,217.13626731888522
2021-08-15,222.8376609576892
2021-08-16,228.4883640116102
2021-08-17,222.38542800086574
2021-08-18,232.1361379933772
2021-08-19,266.4576265066216
2021-08-20,209.8260584850735
2021-08-21,235.4501878794256
2021-08-22,195.51321528563867
2021-08-23,272.0058607724736
2021-08-24,166.1803848970365
2021-08-25,290.0470216455408
2021-08-26,197.99210246778284
2021-08-27,128.4612448940976
2021-08-28,206.40522074553945
2021-08-29,165.94741712625597
2021-08-30,242.0321774494362
2021-08-31,167.36880103488045
2021-09-01,177.690828339261
2021-09-02,105.52296345272345
2021-09-03,177.38468403754615
2021-09-04,78.80603366855216
2021-09-05,120.80485882571384
2021-09-06,238.02073280721487
2021-09-07,239.2900079325416
2021-09-08,221.27287808924825
2021-09-09,151.65119284353935
2021-09-10,197.614432192901
2021-09-11,199.81987304547158
2021-09-12,142.08176554037286
2021-09-13,275.1699150883575
2021-09-14,243.86811452878356
2021-09-15,188.95179130851682
2021-09-16,201.34429194972654
2021-09-17,210.41914039737762
2021-09-18,97.91325657878546
2021-09-19,187.64113087397016
2021-09-20,165.90078760011008
2021-09-21,149.91899950525422
2021-09-22,185.94498535570224
2021-09-23,289.88432634247613
2021-09-24,232.0421430633505
2021-09-25,171.44105051086015
2021-09-26,228.62913906780793
2021-09-27,269.9677718293001
2021-09-28,246.23168414563844
2021-09-29,202.9815184960087
2021-09-30,167.6531611147213
2021-10-01,234.9111656806795
2021-10-02,219.67426927108747
2021-10-03,244.7596610013866
2021-10-04,231.75859008409847
2021-10-05,252.47763576596677
2021-10-06,173.2382394219716
2021-10-07,265.8697032817163
2021-10-08,209.87998023461998
2021-10-09,303.76304363126326
2021-10-10,165.5406090955216
2021-10-11,286.79819015826246
2021-10-12,209.8955391731324
2021-10-13,167.42909981927758
2021-10-14,175.80570829728393
2021-10-15,183.982634590284
2021-10-16,221.20829732009582
2021-10-17,226.14177440177497
2021-10-18,171.31499980307106
2021-10-19,198.78227038695087
2021-10-20,307.11351793059316
2021-10-21,286.3771585050356
2021-10-22,221.8161834837016
2021-10-23,201.90017390841
2021-10-24,206.00156633591305
2021-10-25,230.67589863652083
2021-10-26,148.86037174007973
2021-10-27,187.13117312883276
2021-10-28,116.57079630612053
2021-10-29,219.96115613026396
2021-10-30,232.35979698513705
2021-10-31,175.84067688503131
2021-11-01,400.16544826559306
2021-11-02,286.1398830364028
2021-11-03,255.53938841611168
2021-11-04,351.06449836023125
2021-11-05,322.0831115878293
2021-11-06,327.32395790321965
2021-11-07,337.10913293477245
2021-11-08,341.02684811787935
2021-11-09,288.04125586676275
2021-11-10,344.4964006769213
2021-11-11,366.43219725036
2021-11-12,350.8516548039353
2021-11-13,307.7804859468309
2021-11-14,348.0862882710891
2021-11-15,406.1181728306221
2021-11-16,271.0023899204069
2021-11-17,330.53386782640075
2021-11-18,385.8402463706382
2021-11-19,333.3471185427803
2021-11-20,294.0165854697143
2021-11-21,309.31912509548954
2021-11-22,284.1241872687123
2021-11-23,325.06806426940796
2021-11-24,285.38763996888025
2021-11-25,202.81501982065464
2021-11-26,420.8332207300301
2021-11-27,113.44453433962892
2021-11-28,348.58814007517424
2021-11-29,201.94177906553819
2021-11-30,294.17422084220743
2021-12-01,276.6459937702647
2021-12-02,269.6848657483445
2021-12-03,334.7182418261684
2021-12-04,269.930071382949
2021-12-05,328.6283921060678
2021-12-06,287.7063260086989
2021-12-07,388.1458644019558
2021-12-08,323.4800926185428
2021-12-09,265.2455002325642
2021-12-10,376.3285917190535
2021-12-11,322.2511251413474
2021-12-12,229.41176741516074
2021-12-13,226.7209640334705
2021-12-14,391.02550760182123
2021-12-15,316.4568113540015
2021-12-16,261.4227260096168
2021-12-17,305.9916755342823
2021-12-18,333.4495702964763
2021-12-19,404.68826224748454
2021-12-20,331.4500931155362
2021-12-21,389.590680144963
2021-12-22,361.1442998811348
2021-12-23,416.00678251854146
2021-12-24,309.6682785342266
2021-12-25,219.75199717951838
2021-12-26,326.5536018734781
2021-12-27,313.385223569819
2021-12-28,387.9715873451588
2021-12-29,329.5245483411633
2021-12-30,331.093764501428
2021-12-31,246.99224154299625
